,Date,Product_ID,Product_Category,Clicks,Sales,Price,Customer_Age,Customer_Gender,Region,Click_Count,Wait_Time,Browser,Marketing
5691,2023-08-18,34,Basketball,49,0,195.34459145606667,46,Male,North,14,114,Chrome,1
5692,2023-06-30,99,Training,42,0,150.9838721011036,38,Female,East,7,52,Edge,0
5693,2023-06-22,49,Training,41,1,56.3856181704859,48,Female,West,21,19,Firefox,1
5694,2023-08-25,80,Basketball,22,0,70.51688825676419,40,Female,West,13,94,Chrome,1
5695,2023-12-25,47,Training,30,0,122.87000976514337,54,Male,West,5,81,Edge,1
5696,2023-11-12,91,Training,46,0,81.17432064396797,20,Male,West,11,36,Safari,1
5697,2024-01-30,50,Training,20,0,170.54884775000284,52,Female,West,11,120,Chrome,0
5698,2023-07-06,89,Running,26,0,135.98256763540473,31,Female,East,12,110,Chrome,1
5699,2023-02-28,26,Running,50,0,141.89483116839477,19,Male,South,11,64,Chrome,0
5700,2023-12-11,56,Basketball,27,0,119.42383220738178,30,Female,South,14,45,Firefox,0
5701,2023-10-15,78,Running,7,0,88.40941631394733,19,Male,South,10,80,Firefox,1
5702,2023-05-30,14,Running,7,0,138.410541980382,29,Female,North,12,82,Safari,1
5703,2023-05-11,78,Basketball,16,0,157.54550692410976,44,Male,North,14,96,Safari,0
5704,2023-06-21,25,Running,27,1,105.64221164452503,51,Female,West,46,10,Firefox,0
5705,2024-01-19,4,Basketball,15,0,125.7415445926753,57,Male,North,8,81,Edge,0
5706,2023-02-16,79,Training,46,0,175.952595570805,22,Female,East,7,115,Chrome,0
5707,2024-01-05,32,Basketball,50,0,72.30226427336905,42,Female,South,12,113,Chrome,0
5708,2023-12-15,82,Basketball,33,0,131.78366289111506,28,Female,East,10,126,Chrome,0
5709,2023-05-18,78,Basketball,10,0,102.26189927438422,30,Female,East,12,100,Chrome,0
5710,2023-09-09,65,Training,50,0,155.41921373258458,45,Female,East,12,84,Chrome,1
5711,2023-09-25,61,Training,20,0,52.8215364743592,38,Female,West,11,66,Firefox,1
5712,2024-01-26,20,Training,38,0,150.5709949704783,43,Male,West,7,36,Chrome,0
5713,2023-12-30,74,Basketball,41,0,65.43466010242811,44,Female,West,9,52,Safari,0
5714,2023-03-31,10,Basketball,15,1,59.715162949048704,43,Male,North,43,14,Safari,1
5715,2023-08-12,88,Basketball,15,0,158.69349514379195,32,Female,West,5,41,Firefox,1
5716,2023-05-29,34,Basketball,29,0,146.05132293561104,23,Female,North,7,126,Safari,1
5717,2023-08-30,61,Basketball,23,0,184.24038963389881,21,Male,East,8,44,Edge,0
5718,2023-05-29,92,Basketball,36,1,127.94824337009678,21,Male,South,31,23,Safari,1
5719,2023-11-19,27,Basketball,12,0,129.50366382907507,47,Male,West,6,56,Safari,0
5720,2023-10-30,40,Running,16,0,156.0526753364826,30,Female,North,7,109,Chrome,0
5721,2023-05-31,65,Training,45,0,98.50963645298768,26,Female,North,12,108,Chrome,1
5722,2023-03-03,33,Running,39,1,55.53686831328989,59,Male,West,44,15,Firefox,0
5723,2023-12-05,68,Training,10,0,84.50687385785868,31,Male,West,6,92,Chrome,0
5724,2023-12-15,71,Basketball,25,1,85.70201178445498,45,Male,East,42,30,Edge,1
5725,2023-08-02,9,Running,30,0,100.34882754172908,57,Female,North,5,53,Safari,0
5726,2024-01-09,16,Basketball,5,0,191.51940995606944,20,Male,South,8,86,Chrome,0
5727,2023-08-26,5,Running,21,0,170.72641979947218,58,Male,East,13,74,Firefox,0
5728,2023-02-24,98,Running,39,0,190.3934367807788,46,Female,North,5,79,Edge,1
5729,2023-08-26,23,Basketball,31,0,199.79143851695005,50,Male,East,7,62,Edge,0
5730,2023-11-22,43,Running,6,0,115.06685061305667,32,Female,East,11,107,Safari,1
5731,2023-08-13,89,Running,40,0,84.0609975020457,56,Male,West,12,104,Chrome,0
5732,2023-12-14,57,Training,5,0,134.00062418828736,32,Male,South,11,55,Edge,1
5733,2023-07-06,51,Basketball,14,0,182.17016209221782,24,Male,South,11,105,Chrome,0
5734,2023-12-25,13,Basketball,35,0,119.85977915218673,29,Male,North,10,127,Chrome,0
5735,2023-08-13,24,Running,41,0,125.80989538583803,56,Male,East,11,130,Chrome,1
5736,2023-03-14,11,Basketball,9,0,70.165865889174,24,Female,West,11,66,Firefox,0
5737,2023-05-07,52,Training,45,1,113.06832388516415,58,Male,North,34,16,Firefox,0
5738,2023-07-28,17,Training,50,0,108.04922147128673,23,Male,North,13,109,Chrome,1
5739,2023-11-23,37,Basketball,17,0,102.75327542981745,43,Male,North,14,41,Firefox,1
5740,2023-11-20,13,Basketball,49,0,183.09480048862997,26,Male,South,14,76,Safari,1
5741,2023-05-19,62,Training,28,1,58.89521498184994,41,Female,East,46,17,Edge,1
5742,2023-11-05,91,Basketball,31,1,195.82207743460205,47,Male,East,50,9,Edge,1
5743,2023-12-07,84,Running,5,0,51.237023790970404,33,Female,West,13,35,Safari,1
5744,2023-12-05,97,Basketball,24,0,191.83910209247136,44,Female,South,10,39,Firefox,0
5745,2023-09-25,96,Running,12,0,132.20712542578153,50,Female,South,8,126,Edge,0
5746,2024-01-11,8,Training,7,0,155.36678666001737,40,Female,North,13,31,Edge,0
5747,2024-02-08,56,Basketball,36,0,78.06992745426848,36,Male,West,6,111,Chrome,0
5748,2023-03-26,93,Training,48,0,148.13173085249105,53,Female,North,12,78,Edge,0
5749,2023-12-12,83,Basketball,29,0,182.2936502791599,36,Male,West,6,45,Chrome,0
5750,2023-10-16,70,Running,29,1,70.92202097504774,39,Female,West,30,19,Firefox,1
5751,2023-09-08,44,Basketball,18,0,69.0622418409935,59,Female,South,13,108,Chrome,0
5752,2023-10-07,60,Training,47,0,95.59668637242092,50,Female,South,14,43,Safari,1
5753,2023-03-06,41,Running,31,0,74.25888387130972,27,Female,East,8,92,Chrome,0
5754,2023-08-16,21,Basketball,36,0,66.59687721400206,49,Female,East,12,32,Edge,1
5755,2023-10-12,86,Training,31,0,151.74785539779376,32,Male,East,11,70,Safari,0
5756,2024-02-10,42,Training,8,1,82.07399208687363,56,Male,South,17,18,Edge,0
5757,2023-11-22,74,Basketball,43,1,150.05223491029793,25,Male,North,36,5,Safari,1
5758,2023-03-25,74,Training,15,0,179.28938406737245,42,Female,West,5,66,Safari,0
5759,2024-01-14,29,Running,7,0,147.80371871195007,35,Female,West,12,112,Chrome,0
5760,2023-07-24,80,Basketball,29,0,67.90506048731014,32,Male,East,13,95,Chrome,0
5761,2023-07-22,65,Running,28,1,136.03663610711675,43,Female,West,27,5,Firefox,0
5762,2023-05-12,17,Training,13,0,109.04430263173262,58,Female,West,8,66,Edge,1
5763,2023-12-31,30,Training,12,0,101.50564050837421,38,Female,South,6,32,Edge,0
5764,2023-02-24,26,Training,43,0,97.77972029447483,39,Male,South,5,89,Edge,1
5765,2023-04-26,53,Running,35,0,189.41483357294683,51,Male,West,8,127,Chrome,0
5766,2023-04-29,19,Training,21,0,161.37611850165916,54,Female,North,12,127,Firefox,0
5767,2024-01-24,53,Basketball,47,0,70.07731843704426,54,Male,East,13,66,Safari,0
5768,2023-09-01,85,Basketball,35,0,121.40082195986956,31,Female,West,5,62,Edge,1
5769,2023-02-22,17,Training,8,0,97.73346128808794,21,Male,West,8,115,Chrome,0
5770,2024-01-30,46,Basketball,8,0,196.69074688189372,41,Male,East,9,94,Chrome,0
5771,2023-09-26,85,Running,41,0,196.70434594297544,19,Male,South,6,74,Edge,1
5772,2023-08-07,53,Running,12,1,97.93017114995524,18,Male,East,36,8,Firefox,0
5773,2023-11-15,64,Training,46,0,102.8169674218182,19,Female,North,7,93,Firefox,1
5774,2023-03-23,45,Basketball,10,0,139.91213107048185,30,Male,West,5,89,Chrome,1
5775,2023-04-13,49,Basketball,13,0,121.89605214912501,44,Male,West,12,48,Chrome,0
5776,2023-04-19,19,Training,46,1,81.96513082376622,34,Female,West,28,29,Firefox,0
5777,2023-12-30,71,Running,12,1,149.06182504829172,34,Female,East,17,25,Edge,0
5778,2023-06-16,81,Training,36,0,100.11929658128577,22,Male,North,11,130,Chrome,1
5779,2023-07-26,65,Basketball,19,0,148.05747474982513,41,Female,West,7,44,Edge,1
5780,2023-07-21,37,Basketball,22,0,107.55222834916995,25,Male,South,13,80,Chrome,1
5781,2023-04-10,70,Training,27,1,155.03148407844074,26,Male,North,36,23,Safari,1
5782,2023-05-01,26,Running,9,1,150.1699206334476,35,Male,North,21,24,Chrome,1
5783,2023-08-25,2,Running,31,0,126.32191338815011,33,Male,North,6,64,Chrome,1
5784,2023-11-24,59,Training,37,1,155.71099860662463,49,Female,North,49,11,Safari,0
5785,2023-02-27,96,Basketball,6,0,119.14485143480229,57,Female,South,6,40,Firefox,1
5786,2023-02-24,5,Running,46,0,67.42074494751844,56,Male,North,12,36,Safari,0
5787,2023-05-24,37,Training,42,1,77.3159380006032,58,Female,South,50,9,Safari,1
5788,2023-07-18,31,Basketball,32,0,86.89897012484192,49,Female,East,9,75,Edge,0
5789,2024-01-18,76,Running,28,0,59.484339233854485,59,Male,East,10,34,Firefox,1
5790,2023-06-17,99,Running,25,1,156.7071830946005,19,Male,East,18,9,Safari,1
5791,2024-02-06,94,Training,35,0,105.10853402474275,55,Male,East,14,74,Firefox,0
5792,2023-11-19,48,Basketball,15,0,64.02849444904959,21,Male,South,11,30,Edge,1
5793,2023-06-02,6,Running,32,0,172.99371810883704,22,Female,West,14,48,Firefox,0
5794,2024-01-12,15,Training,44,0,152.54814266953622,54,Male,South,9,84,Safari,0
5795,2024-02-04,15,Running,8,0,117.83363556915513,54,Male,East,9,76,Safari,0
5796,2023-07-08,61,Basketball,47,0,87.11380026391014,43,Female,West,5,52,Safari,1
5797,2023-09-16,16,Running,46,1,72.76188406892702,26,Male,West,18,7,Safari,0
5798,2023-07-24,20,Basketball,20,1,118.7561287632593,32,Male,West,36,24,Safari,0
5799,2023-06-20,77,Running,16,1,182.78686145158434,41,Female,West,35,28,Firefox,1
5800,2023-12-23,44,Running,26,1,78.25929849079549,41,Female,North,26,11,Edge,1
5801,2024-01-10,42,Training,39,0,135.2988843487232,52,Male,East,14,35,Safari,1
5802,2023-07-12,46,Running,47,0,194.2528992833384,58,Male,East,8,33,Safari,0
5803,2023-03-20,95,Basketball,20,1,145.56748621469194,42,Female,East,27,21,Edge,0
5804,2023-08-04,34,Training,28,0,115.99470952338025,43,Male,South,8,64,Safari,0
5805,2023-03-06,64,Basketball,39,1,157.45594594083627,40,Female,East,27,23,Chrome,0
5806,2023-09-06,29,Basketball,32,0,173.68668785280596,23,Female,East,7,38,Firefox,1
5807,2023-06-19,3,Training,46,0,138.57744468302633,58,Male,East,10,78,Chrome,1
5808,2024-01-14,9,Basketball,33,0,180.77485384894888,44,Female,South,8,98,Chrome,1
5809,2024-02-03,75,Running,25,0,127.18876390636065,36,Male,East,6,54,Safari,1
5810,2023-09-17,75,Training,29,0,174.5043503309385,48,Female,East,7,74,Edge,0
5811,2023-05-19,25,Running,43,0,192.8028860608543,55,Female,North,5,111,Chrome,0
5812,2023-07-26,86,Running,35,0,125.18652005352756,49,Male,East,14,59,Edge,1
5813,2023-07-10,42,Basketball,19,0,140.75025733779879,19,Male,West,11,89,Chrome,1
5814,2023-03-02,46,Basketball,46,0,141.42013144247522,35,Female,South,9,61,Safari,0
5815,2023-12-03,73,Running,39,0,167.21522953974358,45,Male,West,11,128,Chrome,1
5816,2023-08-26,84,Training,42,1,173.44487602661343,24,Female,North,31,6,Chrome,1
5817,2023-07-13,59,Running,26,1,54.08439743090911,40,Male,East,26,12,Firefox,1
5818,2024-02-12,21,Running,9,0,160.00393461355816,53,Male,South,7,113,Chrome,0
5819,2023-06-15,74,Basketball,17,0,167.57228669453565,41,Male,North,13,120,Firefox,0
5820,2023-08-18,22,Basketball,36,0,155.06441591873553,45,Male,South,11,79,Edge,1
5821,2023-07-11,29,Running,7,0,157.0543488984644,42,Female,West,11,90,Safari,0
5822,2023-05-27,63,Running,19,0,56.21042887764042,56,Male,North,9,46,Chrome,1
5823,2023-10-13,73,Basketball,31,0,116.3057992923359,21,Male,South,7,80,Chrome,1
5824,2023-10-01,61,Running,31,0,172.7269474582611,36,Male,West,14,44,Firefox,1
5825,2023-09-06,64,Basketball,34,0,190.10107119426556,21,Male,North,8,41,Chrome,1
5826,2023-08-29,69,Running,10,0,84.42018808579022,30,Male,East,8,40,Chrome,0
5827,2024-01-15,40,Training,29,0,136.87924105291927,18,Male,East,10,101,Chrome,1
5828,2023-05-10,75,Training,32,1,170.64953593258755,51,Male,West,35,22,Firefox,1
5829,2023-07-04,1,Running,26,1,162.86114642887787,24,Female,East,43,16,Edge,0
5830,2023-12-26,65,Basketball,8,0,142.83351754701187,42,Female,East,12,54,Edge,1
5831,2023-08-30,62,Running,19,0,52.803678239300034,40,Male,North,13,67,Edge,0
5832,2023-03-30,54,Running,30,0,158.58287601673487,47,Female,North,12,110,Safari,0
5833,2023-11-27,60,Basketball,22,0,165.98637549182223,24,Male,North,13,125,Chrome,0
5834,2023-02-27,46,Running,13,0,158.42742599384525,34,Female,North,13,78,Edge,0
5835,2023-03-28,5,Basketball,8,0,164.8713742234935,50,Male,North,7,51,Safari,0
5836,2023-07-31,22,Running,9,0,114.63723390182905,19,Male,North,11,96,Chrome,1
5837,2023-12-19,90,Basketball,49,0,199.06282188880866,55,Male,East,7,53,Edge,0
5838,2023-03-28,53,Running,10,0,165.61803738089884,30,Female,North,9,113,Chrome,1
5839,2023-05-21,70,Training,16,1,136.80200079199784,49,Male,South,45,13,Firefox,0
5840,2023-10-31,32,Basketball,35,1,190.12869046199359,39,Male,South,23,18,Firefox,1
5841,2023-06-01,11,Training,13,1,186.22975091870273,26,Male,West,32,9,Firefox,0
5842,2023-11-22,10,Basketball,11,0,172.18505980013975,34,Male,South,7,70,Edge,1
5843,2024-01-21,39,Basketball,33,0,134.55423784756493,35,Male,North,10,35,Edge,0
5844,2023-05-27,98,Basketball,18,0,129.06515287200702,57,Female,East,9,79,Firefox,0
5845,2023-10-26,31,Basketball,24,0,99.3061897961781,57,Female,South,14,71,Firefox,0
5846,2023-09-06,12,Running,36,1,87.63169686559226,44,Female,North,27,6,Firefox,0
5847,2024-01-13,80,Running,26,0,126.85392754626298,28,Male,North,10,126,Chrome,0
5848,2023-03-27,38,Basketball,40,0,136.66726425679607,45,Male,East,12,107,Edge,0
5849,2024-01-31,67,Running,48,0,86.67896471882683,25,Male,North,12,89,Chrome,0
5850,2023-10-15,66,Basketball,22,1,188.3901865480218,35,Female,North,22,7,Edge,1
5851,2023-11-26,52,Basketball,44,0,133.59109951014779,30,Male,South,10,111,Chrome,1
5852,2024-02-02,5,Training,29,0,128.97579880732198,50,Female,South,5,38,Firefox,0
5853,2023-11-12,11,Basketball,35,0,115.34575825492104,32,Male,West,5,86,Chrome,0
5854,2023-05-06,25,Basketball,39,1,58.71069435752908,39,Male,West,17,24,Firefox,0
5855,2023-06-02,35,Running,30,0,182.3602001689774,55,Female,South,13,56,Firefox,0
5856,2023-08-21,35,Basketball,8,0,97.54913396645446,47,Male,South,14,69,Chrome,0
5857,2023-11-27,22,Basketball,46,0,146.36905017024418,23,Male,West,13,103,Firefox,0
5858,2023-10-21,37,Training,24,0,141.1150338455053,51,Female,West,14,112,Chrome,0
5859,2023-09-12,86,Running,38,0,137.67302380767902,36,Female,South,9,57,Firefox,1
5860,2023-11-30,55,Running,16,0,128.8568303017376,50,Female,North,11,106,Edge,1
5861,2023-06-25,75,Training,20,1,77.21597501469921,31,Male,North,35,26,Edge,1
5862,2023-09-01,96,Basketball,46,1,92.09086115719484,58,Male,East,32,22,Safari,1
5863,2023-11-24,99,Training,9,0,128.62821069054502,36,Female,South,10,39,Edge,0
5864,2024-01-04,95,Running,48,0,168.4013677395389,57,Female,South,6,60,Safari,0
5865,2023-05-18,72,Training,39,0,114.7983455975628,32,Male,South,11,34,Edge,0
5866,2023-11-17,64,Running,48,0,80.58838295691962,27,Male,South,8,107,Chrome,1
5867,2024-01-03,20,Training,31,0,63.19166372081389,19,Male,South,8,108,Firefox,0
5868,2023-09-19,98,Basketball,5,0,149.45165052410363,19,Male,West,6,57,Safari,0
5869,2023-05-12,4,Basketball,38,0,113.50099559317468,38,Male,West,13,102,Chrome,0
5870,2023-04-25,18,Running,47,0,68.80563389339628,29,Female,North,7,101,Chrome,1
5871,2023-10-17,51,Training,36,0,151.17003199804756,27,Male,North,10,42,Edge,1
5872,2023-06-21,68,Running,48,0,81.13680962815597,29,Male,South,14,100,Safari,0
5873,2023-09-12,20,Basketball,43,0,126.35240724555156,56,Female,West,13,97,Chrome,0
5874,2024-01-21,9,Running,37,0,95.92819626152907,19,Female,North,12,50,Edge,1
5875,2023-05-19,80,Basketball,35,0,189.75350966510007,18,Male,South,13,46,Chrome,1
5876,2023-04-28,26,Running,17,1,84.24320994067483,19,Male,East,48,29,Firefox,0
5877,2023-04-07,25,Training,49,0,112.98777823130428,40,Male,South,13,31,Firefox,1
5878,2024-01-22,68,Basketball,6,0,193.92403952420088,45,Female,East,14,62,Safari,0
5879,2023-04-07,41,Running,34,0,97.8087769907473,34,Male,East,13,63,Firefox,1
5880,2023-09-18,59,Basketball,14,0,146.68897445165,57,Male,South,9,37,Edge,0
5881,2023-02-28,45,Training,27,0,97.50905655594877,38,Male,South,11,121,Edge,1
5882,2023-05-22,41,Basketball,37,0,66.60124686758735,51,Female,South,9,102,Firefox,0
5883,2023-03-04,38,Training,43,0,144.13208490264392,26,Male,South,5,79,Firefox,1
5884,2023-03-30,19,Basketball,49,0,187.40473029280108,34,Male,North,11,30,Safari,0
5885,2023-08-24,14,Training,33,0,117.88470008511378,59,Male,North,13,123,Chrome,0
5886,2023-04-11,21,Basketball,34,0,143.92648140387007,49,Male,East,9,74,Edge,0
5887,2023-06-03,15,Training,38,0,141.33476198849348,22,Female,South,8,61,Safari,1
5888,2023-06-21,3,Running,43,0,112.26345539418139,31,Male,North,9,91,Chrome,1
5889,2024-01-15,37,Running,21,0,142.2344958147096,42,Female,North,8,124,Chrome,0
5890,2023-08-25,46,Basketball,26,1,88.89771266284583,39,Female,West,44,16,Firefox,1
5891,2024-01-18,16,Training,9,0,106.70568569045781,22,Female,West,14,65,Safari,1
5892,2024-01-04,14,Running,15,0,116.34782845435626,55,Male,North,12,44,Safari,1
5893,2023-02-20,9,Basketball,26,0,179.60130253437208,26,Male,East,9,107,Chrome,0
5894,2023-03-13,7,Running,36,0,102.24993422498824,48,Male,North,9,78,Edge,0
5895,2023-06-04,14,Training,28,1,145.27055721737395,58,Female,South,27,17,Edge,0
5896,2023-07-23,6,Basketball,15,0,82.0105756128348,38,Male,North,11,40,Firefox,0
5897,2023-06-23,85,Training,15,0,87.88545935808901,53,Female,West,14,106,Chrome,0
5898,2023-08-19,15,Training,21,0,147.26433131899665,18,Female,West,11,109,Chrome,0
5899,2023-07-25,52,Training,36,0,164.34648910499055,39,Female,South,7,44,Edge,1
5900,2023-08-28,72,Running,23,1,119.31757647894223,40,Male,North,24,28,Chrome,1
5901,2024-02-11,34,Basketball,31,0,100.26495451666497,40,Male,South,12,40,Edge,0
5902,2023-09-04,1,Training,36,0,186.54073338984088,32,Female,East,14,120,Chrome,1
5903,2023-09-12,96,Running,29,1,70.3711722573564,18,Female,West,20,5,Firefox,1
5904,2023-06-01,69,Training,32,0,158.10713564740206,23,Female,North,8,88,Chrome,1
5905,2023-11-15,94,Running,44,0,153.52561246206545,57,Male,North,13,97,Edge,0
5906,2023-04-26,86,Basketball,31,1,153.5367744091691,52,Female,East,18,20,Safari,1
5907,2023-07-29,20,Basketball,18,0,190.31306666352864,34,Male,East,11,92,Chrome,1
5908,2023-10-30,80,Basketball,46,0,159.22854514711884,40,Male,West,12,86,Edge,1
5909,2023-10-13,7,Basketball,43,0,95.23477841143762,37,Female,East,5,55,Safari,0
5910,2023-11-14,7,Training,6,0,103.0113836348464,45,Male,West,13,44,Firefox,0
5911,2023-05-25,50,Running,21,0,108.66664597998414,54,Male,West,5,106,Chrome,1
5912,2023-08-04,2,Basketball,5,0,54.621301114715905,35,Female,South,14,115,Chrome,1
5913,2023-08-02,47,Training,49,0,187.02654731123855,24,Male,South,9,114,Chrome,1
5914,2023-07-03,14,Basketball,36,0,61.032890579720586,37,Male,West,13,40,Firefox,0
5915,2023-08-19,31,Basketball,23,0,154.96914231462074,41,Male,North,7,87,Chrome,0
5916,2023-05-09,50,Basketball,18,0,159.52415072649677,33,Male,South,6,95,Chrome,0
5917,2023-04-05,61,Running,35,0,176.55725759458096,30,Male,North,6,104,Chrome,0
5918,2023-06-03,41,Running,22,0,133.0043383393284,45,Male,East,11,119,Chrome,1
5919,2024-02-12,14,Running,18,0,158.78966357848054,24,Male,North,9,70,Chrome,1
5920,2024-01-20,5,Basketball,18,0,95.40843866989266,32,Female,East,12,44,Edge,0
5921,2023-03-27,75,Training,28,0,161.83760163691852,40,Female,West,9,106,Chrome,1
5922,2023-09-11,5,Training,9,0,101.51236058928288,40,Male,West,6,108,Chrome,1
5923,2023-08-31,64,Training,20,0,185.42577176400442,48,Male,West,11,85,Chrome,0
5924,2023-12-07,29,Basketball,9,0,74.50727116495742,22,Female,East,11,80,Firefox,0
5925,2024-01-24,75,Running,17,0,97.36359660109304,44,Male,North,6,79,Edge,0
5926,2023-10-10,5,Training,20,0,124.8154177332696,27,Male,South,10,48,Chrome,1
5927,2023-06-07,96,Basketball,19,1,166.3775835722147,59,Male,South,15,27,Safari,1
5928,2023-03-10,36,Basketball,35,1,162.31986576545478,24,Male,North,30,21,Chrome,1
5929,2023-12-08,79,Training,9,0,81.60753114867552,49,Female,South,14,105,Chrome,0
5930,2023-04-30,19,Training,25,0,71.63535449176945,40,Female,East,12,116,Firefox,1
5931,2023-06-29,64,Basketball,34,1,95.59544064411475,26,Male,East,30,7,Firefox,0
5932,2023-03-04,22,Training,27,1,122.56312275138538,46,Female,South,26,28,Safari,1
5933,2023-09-11,34,Basketball,42,1,130.8507567238626,44,Male,South,44,30,Chrome,0
5934,2023-10-10,56,Training,33,0,114.37063864329187,55,Female,East,13,52,Safari,0
5935,2023-03-23,17,Running,17,0,149.46351749720105,38,Male,North,9,118,Edge,0
5936,2023-11-07,76,Basketball,36,0,114.13384153958565,23,Female,South,8,73,Edge,1
5937,2023-09-07,89,Running,46,0,191.9493514908192,43,Male,South,6,50,Firefox,0
5938,2023-11-06,56,Training,31,0,89.14532719723039,37,Male,West,10,57,Firefox,0
5939,2023-07-16,17,Basketball,38,0,144.10581810051423,32,Female,West,9,40,Safari,0
5940,2023-03-26,74,Training,49,0,141.70669079901978,55,Female,North,10,53,Firefox,0
5941,2023-02-23,92,Basketball,37,1,92.2362082823426,37,Male,East,28,12,Chrome,1
5942,2023-12-03,82,Training,8,0,111.75314367710409,32,Female,North,10,89,Chrome,0
5943,2023-05-21,18,Running,22,0,104.82104291599562,46,Female,North,9,96,Chrome,1
5944,2023-11-14,45,Running,10,0,75.8748590030734,23,Male,North,11,62,Safari,0
5945,2023-09-30,96,Training,32,0,121.5942818947316,33,Female,South,5,106,Chrome,0
5946,2023-09-20,78,Running,48,0,107.99933795327621,18,Male,East,7,95,Edge,1
5947,2023-04-18,56,Running,31,0,76.7476040100739,23,Female,East,6,71,Safari,1
5948,2024-02-02,80,Training,30,0,117.48200681266422,33,Male,South,10,73,Firefox,0
5949,2023-10-02,50,Basketball,24,0,113.27659523881087,50,Male,North,5,86,Chrome,0
5950,2024-01-06,58,Training,17,0,69.70485164891896,24,Female,West,7,45,Edge,0
5951,2023-04-05,18,Basketball,32,0,69.67813128770163,27,Male,South,8,113,Chrome,1
5952,2023-11-02,80,Running,38,1,147.1261069768546,25,Male,North,39,10,Safari,1
5953,2023-11-06,81,Running,27,0,155.9871207075656,38,Female,North,9,116,Chrome,0
5954,2024-02-06,7,Running,14,0,191.17706298633573,43,Male,North,9,91,Firefox,0
5955,2023-12-26,76,Running,34,1,63.05070356916497,54,Female,North,24,7,Chrome,0
5956,2024-01-02,98,Running,26,0,67.67922385673802,35,Female,West,5,92,Chrome,1
5957,2023-07-16,10,Basketball,9,0,57.77271927018665,21,Male,West,12,52,Edge,0
5958,2024-02-05,69,Basketball,48,0,129.83426461353952,37,Female,South,14,110,Chrome,1
5959,2023-07-02,85,Basketball,13,0,143.41199214428397,59,Female,North,6,79,Safari,1
5960,2023-04-04,3,Training,47,1,110.52851778982365,57,Male,South,46,24,Safari,1
5961,2023-06-09,83,Running,8,1,169.6853331441699,36,Female,North,47,20,Safari,1
5962,2023-03-30,44,Running,46,0,153.00491540057,50,Male,West,14,101,Chrome,1
5963,2023-12-18,99,Running,5,0,197.87606314202898,40,Female,South,14,52,Safari,0
5964,2023-05-11,70,Training,38,0,70.68424749495179,26,Male,East,8,63,Edge,0
5965,2023-09-08,14,Training,45,0,58.7473496513752,55,Female,South,12,83,Safari,1
5966,2023-11-08,4,Training,30,0,91.22055583540816,35,Male,East,5,126,Edge,0
5967,2023-05-12,18,Running,22,0,52.857529297526604,19,Male,South,13,43,Firefox,0
5968,2023-06-10,93,Basketball,20,1,189.8917141799769,34,Female,West,46,30,Safari,1
5969,2023-04-07,99,Training,27,1,95.59274880322631,33,Male,East,19,14,Firefox,1
5970,2023-06-08,52,Training,50,0,132.86452504571884,41,Male,West,13,119,Chrome,1
5971,2023-06-10,38,Basketball,40,0,97.71044493181128,48,Male,South,6,111,Chrome,0
5972,2023-10-30,80,Training,30,0,86.87129329832352,18,Female,West,14,75,Edge,1
5973,2023-04-28,20,Basketball,6,0,72.854708596232,45,Male,North,12,66,Firefox,0
5974,2023-12-14,88,Running,48,0,98.05488804937033,50,Female,East,9,94,Edge,0
5975,2023-02-19,99,Basketball,9,1,142.3128395611962,59,Female,North,39,25,Edge,1
5976,2023-06-14,44,Basketball,33,0,195.74317995312916,54,Female,East,9,96,Safari,0
5977,2023-02-23,51,Running,8,0,133.7138060550724,56,Male,West,10,120,Chrome,1
5978,2024-01-26,19,Training,39,0,129.90635991485078,21,Female,West,11,88,Safari,1
5979,2023-09-15,68,Running,26,0,55.28945271577203,18,Male,North,13,109,Chrome,0
5980,2023-11-18,97,Training,12,0,176.01485235015392,50,Female,North,10,84,Chrome,0
5981,2023-03-12,66,Training,48,1,56.726206249635986,27,Female,South,47,11,Edge,1
5982,2023-10-05,13,Basketball,25,0,185.93484111552186,20,Female,North,5,52,Firefox,1
5983,2023-12-22,62,Running,12,0,130.80075880350768,54,Male,East,5,61,Safari,0
5984,2023-03-10,61,Basketball,9,0,75.26999078510532,38,Female,East,14,107,Chrome,0
5985,2023-04-07,30,Running,25,0,117.7561088009688,26,Male,East,9,77,Safari,0
5986,2023-03-13,98,Running,31,0,199.24767210247975,57,Male,South,10,68,Chrome,0
5987,2024-01-31,30,Basketball,42,0,95.76242780661396,41,Female,South,10,40,Firefox,0
5988,2023-07-26,51,Training,9,0,90.41896528228679,25,Female,East,13,90,Chrome,1
5989,2023-11-09,88,Training,25,0,67.70088425637589,41,Female,North,14,32,Safari,0
5990,2024-01-12,48,Running,12,1,139.57135231862583,41,Male,West,26,7,Firefox,1
5991,2023-03-19,33,Training,26,0,63.384049852094435,27,Male,South,7,37,Edge,1
5992,2023-11-25,74,Basketball,22,1,164.90120957061157,52,Male,North,38,5,Firefox,1
5993,2024-01-26,82,Basketball,8,1,187.8835271495837,21,Female,South,48,28,Safari,1
5994,2023-11-12,19,Basketball,8,0,189.7806666823249,26,Male,South,5,74,Edge,1
5995,2023-09-08,71,Running,41,1,66.18743793161566,28,Male,West,21,24,Firefox,0
5996,2023-10-08,57,Running,19,1,133.73938960294532,30,Male,South,28,10,Edge,1
5997,2023-05-16,19,Training,42,0,64.566478235325,44,Male,South,12,62,Edge,1
